Starters,Team,Game,Win,FG,FGA,FGP,3P,3PA,3PP,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Carsen Edwards,BOS,51,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Team Totals,BOS,51,L,33,70,0.471,14,34,0.412,16,18,0.889,3,29,32,19,5,6,20,22,96
Tobias Harris,PHI,52,L,7,16,0.438,2,5,0.4,7,9,0.778,0,7,7,3,1,0,1,3,23
Ben Simmons,PHI,52,L,3,6,0.5,0,0,0,4,9,0.444,0,9,9,6,5,1,6,1,10
Joel Embiid,PHI,52,L,5,16,0.313,0,3,0,4,4,1,1,8,9,1,0,2,3,4,14
Danny Green,PHI,52,L,3,6,0.5,2,5,0.4,0,0,0,0,7,7,2,0,1,2,1,8
Seth Curry,PHI,52,L,0,7,0,0,2,0,0,0,0,0,3,3,3,0,0,1,1,0
Shake Milton,PHI,52,L,4,9,0.444,1,3,0.333,0,0,0,1,2,3,2,0,0,2,2,9
Furkan Korkmaz,PHI,52,L,4,9,0.444,4,8,0.5,0,0,0,0,2,2,2,0,0,2,3,12
Matisse Thybulle,PHI,52,L,2,3,0.667,0,1,0,0,0,0,0,1,1,0,1,0,0,3,4
Dwight Howard,PHI,52,L,2,2,1,0,0,0,2,2,1,2,2,4,0,0,1,2,4,6
Mike Scott,PHI,52,L,2,4,0.5,2,4,0.5,0,0,0,0,2,2,0,1,0,0,1,6
Tyrese Maxey,PHI,52,L,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mason Jones,PHI,52,L,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Isaiah Joe,PHI,52,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Reed,PHI,52,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayjon Tucker,PHI,52,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,PHI,52,L,33,79,0.418,11,31,0.355,17,24,0.708,4,43,47,20,8,5,19,23,94
Zion Williamson,NOP,52,W,15,28,0.536,0,1,0,7,11,0.636,3,12,15,8,0,0,2,2,37
Brandon Ingram,NOP,52,W,5,21,0.238,2,9,0.222,5,6,0.833,1,7,8,2,2,0,3,2,17
Eric Bledsoe,NOP,52,W,3,9,0.333,1,4,0.25,2,2,1,0,4,4,2,0,0,2,1,9
Steven Adams,NOP,52,W,3,5,0.6,0,0,0,1,4,0.25,2,3,5,1,3,3,1,4,7
Naji Marshall,NOP,52,W,0,4,0,0,2,0,1,2,0.5,0,3,3,4,0,0,0,2,1
James Johnson,NOP,52,W,2,7,0.286,1,4,0.25,1,2,0.5,0,3,3,1,3,1,1,3,6
Kira Lewis,NOP,52,W,1,4,0.25,0,1,0,0,0,0,0,2,2,4,3,1,2,2,2
Willy Hernangomez,NOP,52,W,5,6,0.833,0,0,0,0,0,0,3,7,10,0,0,1,0,1,10
Jaxson Hayes,NOP,52,W,5,6,0.833,0,1,0,2,3,0.667,1,5,6,0,0,1,1,0,12
Wenyen Gabriel,NOP,52,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaiah Thomas,NOP,52,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wesley Iwundu,NOP,52,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,NOP,52,W,39,90,0.433,4,22,0.182,19,30,0.633,10,46,56,22,11,7,12,17,101
Furkan Korkmaz,PHI,53,W,7,13,0.538,4,10,0.4,2,4,0.5,1,3,4,2,5,1,1,1,20
Ben Simmons,PHI,53,W,5,9,0.556,0,0,0,3,5,0.6,1,2,3,3,0,0,0,0,13
Seth Curry,PHI,53,W,5,11,0.455,1,5,0.2,0,0,0,1,2,3,6,0,0,0,3,11
Joel Embiid,PHI,53,W,10,17,0.588,0,2,0,7,9,0.778,0,10,10,4,0,4,2,3,27
Matisse Thybulle,PHI,53,W,1,2,0.5,1,2,0.5,0,0,0,1,2,3,0,3,2,1,1,3
Tyrese Maxey,PHI,53,W,2,8,0.25,0,2,0,3,3,1,0,0,0,5,1,0,1,3,7
Shake Milton,PHI,53,W,5,14,0.357,2,7,0.286,0,0,0,2,0,2,2,0,1,0,0,12
Mike Scott,PHI,53,W,5,9,0.556,3,6,0.5,0,0,0,1,1,2,0,1,0,0,2,13
Dwight Howard,PHI,53,W,1,3,0.333,0,0,0,1,2,0.5,4,9,13,0,0,2,2,2,3
Isaiah Joe,PHI,53,W,0,3,0,0,3,0,0,0,0,0,2,2,0,1,0,1,1,0
Paul Reed,PHI,53,W,1,2,0.5,0,0,0,1,2,0.5,2,0,2,1,0,0,0,1,3
Rayjon Tucker,PHI,53,W,1,1,1,0,0,0,0,0,0,0,2,2,1,0,0,1,0,2
Mason Jones,PHI,53,W,1,2,0.5,1,1,1,0,0,0,0,1,1,0,0,0,0,0,3
Danny Green,PHI,53,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tobias Harris,PHI,53,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,PHI,53,W,44,94,0.468,12,38,0.316,17,25,0.68,13,34,47,24,11,10,9,17,117
Darius Bazley,OKC,53,L,7,12,0.583,3,4,0.75,0,0,0,1,8,9,5,1,0,9,2,17
Theo Maledon,OKC,53,L,3,11,0.273,2,4,0.5,0,3,0,0,2,2,5,0,0,2,2,8
Luguentz Dort,OKC,53,L,6,12,0.5,2,4,0.5,1,3,0.333,0,5,5,1,1,1,3,4,15
Moses Brown,OKC,53,L,3,5,0.6,0,0,0,0,0,0,2,4,6,0,0,0,1,2,6
Aleksej Pokusevski,OKC,53,L,0,2,0,0,1,0,0,0,0,0,3,3,1,0,0,1,2,0
Tony Bradley,OKC,53,L,7,11,0.636,0,0,0,2,4,0.5,3,11,14,1,0,3,1,3,16
Jaylen Hoard,OKC,53,L,3,6,0.5,0,1,0,2,2,1,0,1,1,1,1,0,2,0,8
Ty Jerome,OKC,53,L,4,6,0.667,1,3,0.333,3,5,0.6,0,4,4,5,0,0,3,3,12
Sviatoslav Mykhailiuk,OKC,53,L,3,7,0.429,0,2,0,0,0,0,0,0,0,1,0,0,0,1,6
Kenrich Williams,OKC,53,L,2,4,0.5,0,1,0,0,0,0,0,1,1,1,0,0,0,2,4
Justin Robinson,OKC,53,L,0,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0,0,0,1
Mike Muscala,OKC,53,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,OKC,53,L,38,76,0.5,8,20,0.4,9,19,0.474,6,39,45,21,3,4,22,21,93
Tobias Harris,PHI,54,W,4,11,0.364,1,2,0.5,1,2,0.5,0,4,4,4,1,2,1,1,10
Joel Embiid,PHI,54,W,10,17,0.588,2,3,0.667,14,15,0.933,1,6,7,2,1,0,1,1,36
Danny Green,PHI,54,W,2,5,0.4,2,5,0.4,0,0,0,0,3,3,2,0,1,0,0,6
Seth Curry,PHI,54,W,3,8,0.375,2,3,0.667,0,0,0,0,2,2,2,0,0,0,3,8
Ben Simmons,PHI,54,W,3,6,0.5,0,0,0,2,6,0.333,2,4,6,7,1,0,1,4,8
Shake Milton,PHI,54,W,3,6,0.5,0,1,0,4,6,0.667,0,3,3,5,1,0,1,3,10
Matisse Thybulle,PHI,54,W,3,5,0.6,1,3,0.333,0,0,0,1,3,4,0,2,1,0,2,7
Dwight Howard,PHI,54,W,2,3,0.667,0,1,0,0,1,0,2,5,7,0,1,0,4,4,4
Furkan Korkmaz,PHI,54,W,7,10,0.7,4,7,0.571,2,3,0.667,0,2,2,1,2,0,1,1,20
Mike Scott,PHI,54,W,2,6,0.333,0,3,0,0,0,0,0,1,1,1,0,0,0,0,4
Tyrese Maxey,PHI,54,W,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Isaiah Joe,PHI,54,W,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Paul Reed,PHI,54,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayjon Tucker,PHI,54,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason Jones,PHI,54,W,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,PHI,54,W,39,80,0.488,12,31,0.387,23,33,0.697,6,34,40,24,9,4,9,20,113
Dorian Finney-Smith,DAL,54,L,5,10,0.5,2,7,0.286,0,0,0,4,7,11,1,1,0,1,2,12
Luka Doncic,DAL,54,L,10,20,0.5,2,7,0.286,10,11,0.909,2,2,4,4,1,1,4,0,32
Josh Richardson,DAL,54,L,3,7,0.429,0,3,0,1,2,0.5,0,1,1,2,0,1,0,4,7
Jalen Brunson,DAL,54,L,7,14,0.5,0,3,0,1,2,0.5,0,6,6,2,1,0,1,1,15
Maxi Kleber,DAL,54,L,1,2,0.5,1,2,0.5,0,0,0,1,2,3,0,1,0,1,4,3
Tim Hardaway,DAL,54,L,3,9,0.333,3,6,0.5,0,0,0,0,3,3,2,0,0,2,1,9
Dwight Powell,DAL,54,L,1,2,0.5,0,1,0,1,2,0.5,1,3,4,2,3,0,2,1,3
J.J. Redick,DAL,54,L,1,7,0.143,1,3,0.333,1,1,1,0,2,2,2,0,0,1,0,4
Nicolo Melli,DAL,54,L,0,3,0,0,2,0,0,0,0,1,1,2,1,0,0,0,2,0
Willie Cauley-Stein,DAL,54,L,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,1,3,0
Trey Burke,DAL,54,L,1,3,0.333,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2
Boban Marjanovic,DAL,54,L,0,1,0,0,0,0,2,2,1,0,4,4,0,0,1,0,3,2
Tyler Bey,DAL,54,L,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
Josh Green,DAL,54,L,1,2,0.5,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2
Nate Hinton,DAL,54,L,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2
Team Totals,DAL,54,L,35,83,0.422,9,36,0.25,16,20,0.8,11,35,46,16,7,3,15,24,95
Ben Simmons,PHI,55,W,6,11,0.545,0,1,0,5,8,0.625,1,3,4,9,3,1,1,4,17
Tobias Harris,PHI,55,W,11,17,0.647,2,3,0.667,2,2,1,0,5,5,3,1,2,1,2,26
Joel Embiid,PHI,55,W,13,29,0.448,3,6,0.5,10,11,0.909,2,11,13,2,0,2,2,0,39
Danny Green,PHI,55,W,2,4,0.5,1,3,0.333,2,2,1,0,1,1,0,1,0,1,3,7
Seth Curry,PHI,55,W,2,5,0.4,1,3,0.333,0,0,0,1,1,2,1,0,0,1,1,5
Shake Milton,PHI,55,W,6,8,0.75,3,4,0.75,0,0,0,0,1,1,4,1,1,1,3,15
Furkan Korkmaz,PHI,55,W,3,7,0.429,2,5,0.4,1,2,0.5,0,3,3,3,2,0,0,1,9
Matisse Thybulle,PHI,55,W,1,4,0.25,0,1,0,0,0,0,0,1,1,0,0,2,2,4,2
Mike Scott,PHI,55,W,1,2,0.5,1,2,0.5,0,0,0,0,2,2,1,0,1,1,3,3
Rayjon Tucker,PHI,55,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaiah Joe,PHI,55,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Tolliver,PHI,55,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Reed,PHI,55,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight Howard,PHI,55,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrese Maxey,PHI,55,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,PHI,55,W,45,87,0.517,13,28,0.464,20,25,0.8,4,28,32,23,8,9,10,21,123
Landry Shamet,BKN,55,L,4,10,0.4,1,5,0.2,8,9,0.889,0,1,1,3,0,0,2,1,17
Kyrie Irving,BKN,55,L,13,22,0.591,1,3,0.333,10,10,1,1,2,3,9,2,1,3,1,37
Jeff Green,BKN,55,L,7,14,0.5,1,5,0.2,0,0,0,0,4,4,1,0,0,3,2,15
Joe Harris,BKN,55,L,3,7,0.429,0,2,0,0,0,0,0,1,1,1,1,0,1,1,6
DeAndre Jordan,BKN,55,L,6,7,0.857,0,0,0,0,0,0,2,12,14,5,0,1,1,4,12
Bruce Brown,BKN,55,L,4,8,0.5,1,2,0.5,5,5,1,2,3,5,2,1,1,1,3,14
Timothe Luwawu-Cabarrot,BKN,55,L,2,6,0.333,0,4,0,1,2,0.5,1,3,4,1,0,0,0,1,5
Nicolas Claxton,BKN,55,L,1,3,0.333,0,0,0,1,2,0.5,2,1,3,1,1,0,2,4,3
Alize Johnson,BKN,55,L,3,6,0.5,0,0,0,2,2,1,3,5,8,0,1,0,2,4,8
Blake Griffin,BKN,55,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Durant,BKN,55,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reggie Perry,BKN,55,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,BKN,55,L,43,83,0.518,4,21,0.19,27,30,0.9,11,32,43,23,6,3,15,21,117
Furkan Korkmaz,PHI,56,W,6,15,0.4,5,12,0.417,1,1,1,0,3,3,4,3,0,0,2,18
Ben Simmons,PHI,56,W,5,9,0.556,0,0,0,2,5,0.4,2,7,9,6,2,2,3,4,12
Danny Green,PHI,56,W,3,10,0.3,3,9,0.333,2,2,1,4,3,7,3,4,2,0,2,11
Joel Embiid,PHI,56,W,10,20,0.5,0,3,0,16,18,0.889,5,9,14,1,1,0,2,1,36
Mike Scott,PHI,56,W,2,9,0.222,2,9,0.222,0,0,0,0,3,3,1,0,1,0,4,6
Matisse Thybulle,PHI,56,W,2,4,0.5,1,3,0.333,0,2,0,0,3,3,0,2,1,0,0,5
Shake Milton,PHI,56,W,3,7,0.429,2,4,0.5,1,2,0.5,0,2,2,2,1,0,4,5,9
Tyrese Maxey,PHI,56,W,4,7,0.571,1,2,0.5,0,0,0,0,1,1,3,0,0,1,0,9
Anthony Tolliver,PHI,56,W,0,2,0,0,2,0,0,0,0,0,2,2,1,0,1,1,1,0
Paul Reed,PHI,56,W,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0
Mason Jones,PHI,56,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaiah Joe,PHI,56,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayjon Tucker,PHI,56,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seth Curry,PHI,56,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,PHI,56,W,35,83,0.422,14,44,0.318,22,30,0.733,11,35,46,21,13,7,12,19,106
Paul George,LAC,56,L,14,29,0.483,4,12,0.333,5,7,0.714,2,7,9,6,1,2,7,3,37
Reggie Jackson,LAC,56,L,4,13,0.308,4,7,0.571,1,2,0.5,0,4,4,4,0,0,2,2,13
Marcus Morris,LAC,56,L,5,10,0.5,2,5,0.4,3,5,0.6,1,2,3,2,1,0,2,5,15
Luke Kennard,LAC,56,L,1,3,0.333,1,2,0.5,0,0,0,0,0,0,2,0,0,0,1,3
Ivica Zubac,LAC,56,L,2,3,0.667,0,0,0,0,0,0,2,5,7,0,0,0,2,3,4
Nicolas Batum,LAC,56,L,1,6,0.167,1,3,0.333,0,0,0,1,7,8,3,1,0,0,3,3
Rajon Rondo,LAC,56,L,4,7,0.571,2,3,0.667,0,0,0,0,4,4,8,0,0,3,2,10
Terance Mann,LAC,56,L,0,1,0,0,0,0,0,0,0,1,5,6,0,1,0,1,3,0
Patrick Patterson,LAC,56,L,6,8,0.75,5,7,0.714,1,2,0.5,0,0,0,0,1,1,2,3,18
DeMarcus Cousins,LAC,56,L,0,2,0,0,0,0,0,0,0,1,1,2,1,1,0,0,1,0
Malik Fitts,LAC,56,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amir Coffey,LAC,56,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Oturu,LAC,56,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,LAC,56,L,37,82,0.451,19,39,0.487,10,16,0.625,8,35,43,26,6,3,19,26,103
Seth Curry,PHI,57,L,6,15,0.4,3,7,0.429,0,0,0,0,0,0,5,1,0,1,3,15
Danny Green,PHI,57,L,4,8,0.5,4,7,0.571,0,0,0,2,5,7,2,3,0,1,4,12
Joel Embiid,PHI,57,L,8,21,0.381,1,3,0.333,11,14,0.786,2,11,13,8,1,1,4,3,28
Furkan Korkmaz,PHI,57,L,4,11,0.364,2,7,0.286,0,0,0,0,0,0,2,1,0,1,2,10
Mike Scott,PHI,57,L,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Matisse Thybulle,PHI,57,L,6,11,0.545,1,4,0.25,0,0,0,1,6,7,1,3,1,0,1,13
Shake Milton,PHI,57,L,1,7,0.143,1,2,0.5,2,2,1,0,1,1,3,0,0,3,1,5
George Hill,PHI,57,L,1,5,0.2,0,1,0,0,0,0,1,1,2,2,0,2,2,0,2
Tyrese Maxey,PHI,57,L,5,9,0.556,0,1,0,0,0,0,0,2,2,0,0,0,0,2,10
Dwight Howard,PHI,57,L,0,1,0,0,0,0,0,0,0,4,6,10,3,0,2,1,4,0
Rayjon Tucker,PHI,57,L,0,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0,0,0,1
Isaiah Joe,PHI,57,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Tolliver,PHI,57,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Reed,PHI,57,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason Jones,PHI,57,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,PHI,57,L,35,89,0.393,12,32,0.375,14,18,0.778,10,32,42,26,9,6,13,21,96
Andrew Wiggins,GSW,57,W,6,11,0.545,1,2,0.5,3,5,0.6,0,10,10,2,0,2,2,2,16
Stephen Curry,GSW,57,W,14,28,0.5,10,17,0.588,11,12,0.917,0,3,3,5,0,0,6,2,49
Kevon Looney,GSW,57,W,2,4,0.5,0,0,0,1,2,0.5,4,11,15,1,0,0,3,5,5
Draymond Green,GSW,57,W,4,8,0.5,0,3,0,0,0,0,0,6,6,6,2,0,1,5,8
Kent Bazemore,GSW,57,W,0,5,0,0,2,0,2,2,1,0,2,2,0,0,0,0,0,2
Damion Lee,GSW,57,W,5,6,0.833,2,2,1,0,0,0,1,5,6,1,0,1,2,1,12
Kelly Oubre,GSW,57,W,2,6,0.333,0,1,0,5,7,0.714,1,1,2,0,0,0,2,2,9
Jordan Poole,GSW,57,W,1,7,0.143,1,4,0.25,3,4,0.75,0,1,1,0,0,2,0,1,6
Mychal Mulder,GSW,57,W,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Allen Smailagic,GSW,57,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary Payton,GSW,57,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nico Mannion,GSW,57,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Toscano-Anderson,GSW,57,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,GSW,57,W,34,76,0.447,14,32,0.438,25,32,0.781,6,39,45,15,2,5,16,19,107
Matisse Thybulle,PHI,58,L,0,4,0,0,1,0,0,0,0,1,2,3,3,2,3,0,3,0
Danny Green,PHI,58,L,7,14,0.5,4,7,0.571,0,0,0,1,3,4,4,0,1,0,3,18
Joel Embiid,PHI,58,L,14,23,0.609,3,5,0.6,7,9,0.778,9,8,17,4,1,1,8,2,38
Shake Milton,PHI,58,L,2,10,0.2,1,4,0.25,0,0,0,0,2,2,2,1,0,4,1,5
Furkan Korkmaz,PHI,58,L,3,5,0.6,3,3,1,3,3,1,0,2,2,1,0,0,2,0,12
Tyrese Maxey,PHI,58,L,5,11,0.455,0,3,0,4,4,1,0,3,3,3,2,1,1,2,14
George Hill,PHI,58,L,4,5,0.8,2,2,1,1,3,0.333,0,1,1,2,0,1,0,4,11
Mike Scott,PHI,58,L,3,4,0.75,0,0,0,2,2,1,0,1,1,2,1,0,1,4,8
Dwight Howard,PHI,58,L,3,4,0.75,0,0,0,1,5,0.2,3,8,11,3,0,0,0,0,7
Anthony Tolliver,PHI,58,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seth Curry,PHI,58,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayjon Tucker,PHI,58,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Reed,PHI,58,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaiah Joe,PHI,58,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason Jones,PHI,58,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,PHI,58,L,41,80,0.513,13,25,0.52,18,26,0.692,14,30,44,24,7,7,16,19,113
Mikal Bridges,PHX,58,W,6,11,0.545,2,6,0.333,4,4,1,2,2,4,1,2,2,0,1,18
Chris Paul,PHX,58,W,10,17,0.588,5,8,0.625,3,4,0.75,1,2,3,8,0,1,0,1,28
Devin Booker,PHX,58,W,6,14,0.429,0,3,0,7,8,0.875,0,3,3,7,1,0,3,2,19
Deandre Ayton,PHX,58,W,4,8,0.5,0,0,0,2,2,1,1,4,5,0,2,2,0,4,10
Jae Crowder,PHX,58,W,1,7,0.143,1,6,0.167,0,0,0,3,1,4,4,1,1,2,2,3
Cameron Johnson,PHX,58,W,6,12,0.5,3,9,0.333,0,0,0,1,3,4,3,0,0,0,1,15
Dario Saric,PHX,58,W,2,4,0.5,0,2,0,3,3,1,0,1,1,3,0,0,0,5,7
Torrey Craig,PHX,58,W,2,4,0.5,0,2,0,0,0,0,1,6,7,3,0,1,0,2,4
Jevon Carter,PHX,58,W,3,5,0.6,3,4,0.75,0,0,0,0,1,1,0,1,0,1,1,9
Cameron Payne,PHX,58,W,1,4,0.25,1,2,0.5,0,0,0,1,0,1,1,0,1,2,2,3
Jalen Smith,PHX,58,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank Kaminsky,PHX,58,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E'Twaun Moore,PHX,58,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ty-Shon Alexander,PHX,58,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Langston Galloway,PHX,58,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,PHX,58,W,41,86,0.477,15,42,0.357,19,21,0.905,10,23,33,30,7,8,8,21,116
Tobias Harris,PHI,59,L,8,16,0.5,0,1,0,2,2,1,0,2,2,6,0,0,1,1,18
Joel Embiid,PHI,59,L,9,21,0.429,0,4,0,6,7,0.857,0,3,3,3,0,1,1,3,24
Seth Curry,PHI,59,L,4,6,0.667,3,3,1,0,0,0,0,1,1,0,1,0,0,2,11
George Hill,PHI,59,L,3,4,0.75,0,0,0,0,0,0,1,3,4,0,0,0,1,0,6
Danny Green,PHI,59,L,0,1,0,0,1,0,0,0,0,0,1,1,2,1,1,0,0,0
Shake Milton,PHI,59,L,8,14,0.571,3,5,0.6,1,2,0.5,0,3,3,4,0,0,1,1,20
Matisse Thybulle,PHI,59,L,2,3,0.667,1,2,0.5,0,0,0,2,0,2,1,1,1,0,0,5
Mike Scott,PHI,59,L,4,6,0.667,3,5,0.6,0,0,0,0,4,4,1,0,0,0,2,11
Tyrese Maxey,PHI,59,L,4,11,0.364,2,4,0.5,1,2,0.5,0,0,0,5,1,0,2,4,11
Dwight Howard,PHI,59,L,1,1,1,0,0,0,2,2,1,1,6,7,2,0,0,1,2,4
Anthony Tolliver,PHI,59,L,0,3,0,0,2,0,0,0,0,2,0,2,1,2,0,0,0,0
Paul Reed,PHI,59,L,2,3,0.667,0,0,0,0,0,0,1,1,2,0,0,0,0,2,4
Rayjon Tucker,PHI,59,L,1,2,0.5,0,0,0,0,0,0,0,2,2,2,1,0,1,0,2
Isaiah Joe,PHI,59,L,0,0,0,0,0,0,1,3,0.333,0,0,0,0,0,0,0,0,1
Mason Jones,PHI,59,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,PHI,59,L,46,91,0.505,12,27,0.444,13,18,0.722,7,26,33,27,7,3,8,17,117
Giannis Antetokounmpo,MIL,59,W,8,15,0.533,1,2,0.5,10,18,0.556,2,14,16,6,2,1,3,2,27
Jrue Holiday,MIL,59,W,5,12,0.417,1,5,0.2,1,2,0.5,0,4,4,11,1,1,2,1,12
Khris Middleton,MIL,59,W,10,16,0.625,4,7,0.571,0,0,0,0,1,1,5,1,0,2,1,24
Donte DiVincenzo,MIL,59,W,1,5,0.2,1,5,0.2,0,0,0,1,4,5,6,0,0,3,1,3
Brook Lopez,MIL,59,W,6,10,0.6,4,7,0.571,0,0,0,0,4,4,1,0,2,1,2,16
Pat Connaughton,MIL,59,W,4,6,0.667,2,4,0.5,0,0,0,1,4,5,1,0,1,1,2,10
P.J. Tucker,MIL,59,W,0,2,0,0,1,0,0,0,0,1,1,2,1,1,0,0,3,0
Bobby Portis,MIL,59,W,9,11,0.818,5,5,1,0,0,0,1,4,5,1,1,3,1,3,23
Bryn Forbes,MIL,59,W,2,4,0.5,2,4,0.5,3,3,1,0,3,3,0,0,0,1,0,9
Sam Merrill,MIL,59,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Nwora,MIL,59,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Thanasis Antetokounmpo,MIL,59,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rodions Kurucs,MIL,59,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Teague,MIL,59,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mamadi Diakite,MIL,59,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Totals,MIL,59,W,45,81,0.556,20,40,0.5,14,23,0.609,6,39,45,32,6,8,16,16,124
Tobias Harris,PHI,60,L,4,10,0.4,1,3,0.333,0,0,0,0,9,9,2,1,2,4,2,9
Seth Curry,PHI,60,L,5,11,0.455,2,5,0.4,1,1,1,0,3,3,1,0,0,1,0,13
Danny Green,PHI,60,L,1,5,0.2,1,5,0.2,2,2,1,2,2,4,2,2,0,1,2,5
George Hill,PHI,60,L,2,6,0.333,0,1,0,2,2,1,0,1,1,1,1,0,2,0,6
Mike Scott,PHI,60,L,1,3,0.333,1,3,0.333,0,0,0,0,2,2,2,0,0,0,2,3
Shake Milton,PHI,60,L,6,16,0.375,1,4,0.25,2,5,0.4,0,3,3,3,1,0,3,2,15
Dwight Howard,PHI,60,L,5,8,0.625,0,0,0,2,3,0.667,6,6,12,1,2,1,1,3,12
Matisse Thybulle,PHI,60,L,1,5,0.2,0,3,0,0,0,0,0,2,2,2,3,0,2,3,2
